"date","cow","unique_feed_bins_visited","unique_water_bins_visited","total_bins_visited"
"2020-08-04",2007,21,3,24
"2020-08-04",2074,16,2,18
"2020-08-04",3067,25,3,28
"2020-08-04",3117,24,4,28
"2020-08-04",4001,22,4,26
"2020-08-04",4038,21,4,25
"2020-08-04",4072,15,4,19
"2020-08-04",5005,16,3,19
"2020-08-04",5133,21,3,24
"2020-08-04",5135,21,4,25
"2020-08-04",5137,15,4,19
"2020-08-04",5139,22,3,25
"2020-08-04",5140,23,4,27
"2020-08-04",5145,19,4,23
"2020-08-04",6004,15,2,17
"2020-08-04",6005,17,4,21
"2020-08-04",6011,28,3,31
"2020-08-04",6021,21,3,24
"2020-08-04",6028,23,4,27
"2020-08-04",6030,26,3,29
"2020-08-04",6033,21,3,24
"2020-08-04",6039,15,2,17
"2020-08-04",6047,23,4,27
"2020-08-04",6050,21,3,24
"2020-08-04",6126,25,4,29
"2020-08-04",6129,18,3,21
"2020-08-04",6130,26,3,29
"2020-08-04",6131,22,4,26
"2020-08-04",6134,21,2,23
"2020-08-04",7010,16,3,19
"2020-08-04",7018,25,3,28
"2020-08-04",7019,22,4,26
"2020-08-04",7022,25,4,29
"2020-08-04",7023,28,2,30
"2020-08-04",7024,19,4,23
"2020-08-04",7027,26,4,30
"2020-08-04",7029,25,4,29
"2020-08-04",7030,27,2,29
"2020-08-04",7033,22,4,26
"2020-08-04",7037,25,4,29
"2020-08-04",7039,29,4,33
"2020-08-04",7043,20,4,24
"2020-08-04",7051,26,4,30
"2020-08-04",7065,22,4,26
"2020-08-04",7146,16,3,19
"2020-08-04",7159,20,3,23
"2020-08-04",7169,19,2,21
"2020-08-04",8015,26,4,30
"2020-08-05",2007,18,3,21
"2020-08-05",2074,15,2,17
"2020-08-05",3067,20,3,23
"2020-08-05",3117,29,4,33
"2020-08-05",4001,21,4,25
"2020-08-05",4038,20,4,24
"2020-08-05",4072,23,4,27
"2020-08-05",5005,16,4,20
"2020-08-05",5133,27,3,30
"2020-08-05",5135,22,3,25
"2020-08-05",5137,21,3,24
"2020-08-05",5139,26,4,30
"2020-08-05",5140,21,4,25
"2020-08-05",5145,24,4,28
"2020-08-05",6004,18,2,20
"2020-08-05",6005,27,3,30
"2020-08-05",6011,26,3,29
"2020-08-05",6021,17,3,20
"2020-08-05",6028,23,3,26
"2020-08-05",6030,23,3,26
"2020-08-05",6033,25,4,29
"2020-08-05",6039,15,1,16
"2020-08-05",6047,21,4,25
"2020-08-05",6050,18,3,21
"2020-08-05",6126,20,4,24
"2020-08-05",6129,19,4,23
"2020-08-05",6130,21,3,24
"2020-08-05",6131,22,4,26
"2020-08-05",6134,27,3,30
"2020-08-05",7010,25,4,29
"2020-08-05",7018,24,4,28
"2020-08-05",7019,25,4,29
"2020-08-05",7022,23,4,27
"2020-08-05",7023,27,4,31
"2020-08-05",7024,17,4,21
"2020-08-05",7027,25,4,29
"2020-08-05",7029,24,4,28
"2020-08-05",7030,28,3,31
"2020-08-05",7033,21,4,25
"2020-08-05",7037,23,4,27
"2020-08-05",7039,29,4,33
"2020-08-05",7043,25,4,29
"2020-08-05",7051,28,4,32
"2020-08-05",7065,25,4,29
"2020-08-05",7146,20,4,24
"2020-08-05",7159,21,3,24
"2020-08-05",7169,25,2,27
"2020-08-05",8015,18,4,22
"2020-08-06",2007,21,4,25
"2020-08-06",2074,18,2,20
"2020-08-06",3067,25,4,29
"2020-08-06",3117,24,4,28
"2020-08-06",4001,19,4,23
"2020-08-06",4038,20,4,24
"2020-08-06",4072,21,4,25
"2020-08-06",5005,13,3,16
"2020-08-06",5133,27,4,31
"2020-08-06",5135,26,3,29
"2020-08-06",5137,24,3,27
"2020-08-06",5139,28,4,32
"2020-08-06",5140,24,2,26
"2020-08-06",5145,23,4,27
"2020-08-06",6004,18,3,21
"2020-08-06",6005,20,2,22
"2020-08-06",6011,26,2,28
"2020-08-06",6021,26,4,30
"2020-08-06",6028,26,4,30
"2020-08-06",6030,27,2,29
"2020-08-06",6033,18,2,20
"2020-08-06",6039,20,2,22
"2020-08-06",6047,25,4,29
"2020-08-06",6050,20,4,24
"2020-08-06",6126,22,3,25
"2020-08-06",6129,23,3,26
"2020-08-06",6130,23,4,27
"2020-08-06",6131,20,4,24
"2020-08-06",6134,29,3,32
"2020-08-06",7010,19,4,23
"2020-08-06",7018,27,3,30
"2020-08-06",7019,21,3,24
"2020-08-06",7022,25,4,29
"2020-08-06",7023,27,4,31
"2020-08-06",7024,26,3,29
"2020-08-06",7027,25,4,29
"2020-08-06",7029,26,4,30
"2020-08-06",7030,30,4,34
"2020-08-06",7033,24,4,28
"2020-08-06",7037,10,4,14
"2020-08-06",7039,29,4,33
"2020-08-06",7043,22,4,26
"2020-08-06",7051,23,4,27
"2020-08-06",7065,27,4,31
"2020-08-06",7146,11,2,13
"2020-08-06",7159,20,4,24
"2020-08-06",7169,24,2,26
"2020-08-06",8015,23,4,27
"2020-08-07",2007,22,4,26
"2020-08-07",2074,17,2,19
"2020-08-07",3067,22,3,25
"2020-08-07",3117,25,3,28
"2020-08-07",4001,26,2,28
"2020-08-07",4038,25,4,29
"2020-08-07",4072,22,3,25
"2020-08-07",5005,13,3,16
"2020-08-07",5133,26,4,30
"2020-08-07",5135,26,4,30
"2020-08-07",5137,23,3,26
"2020-08-07",5139,26,4,30
"2020-08-07",5140,23,4,27
"2020-08-07",5145,26,3,29
"2020-08-07",6004,18,3,21
"2020-08-07",6005,25,3,28
"2020-08-07",6011,27,2,29
"2020-08-07",6021,21,3,24
"2020-08-07",6028,25,3,28
"2020-08-07",6030,26,2,28
"2020-08-07",6033,21,2,23
"2020-08-07",6039,18,2,20
"2020-08-07",6047,25,3,28
"2020-08-07",6050,22,4,26
"2020-08-07",6126,25,4,29
"2020-08-07",6129,23,3,26
"2020-08-07",6130,20,4,24
"2020-08-07",6131,26,4,30
"2020-08-07",6134,27,3,30
"2020-08-07",7010,17,3,20
"2020-08-07",7018,25,3,28
"2020-08-07",7019,23,4,27
"2020-08-07",7022,26,4,30
"2020-08-07",7023,27,3,30
"2020-08-07",7024,25,4,29
"2020-08-07",7027,28,4,32
"2020-08-07",7029,24,4,28
"2020-08-07",7030,28,4,32
"2020-08-07",7033,24,4,28
"2020-08-07",7037,6,4,10
"2020-08-07",7039,27,4,31
"2020-08-07",7043,21,4,25
"2020-08-07",7051,27,3,30
"2020-08-07",7065,23,4,27
"2020-08-07",7146,17,4,21
"2020-08-07",7159,23,4,27
"2020-08-07",7169,24,3,27
"2020-08-07",8015,20,4,24
"2020-08-08",2007,21,4,25
"2020-08-08",2074,22,1,23
"2020-08-08",3067,21,2,23
"2020-08-08",3117,21,3,24
"2020-08-08",4001,22,4,26
"2020-08-08",4038,19,4,23
"2020-08-08",4072,15,3,18
"2020-08-08",5005,8,4,12
"2020-08-08",5133,24,4,28
"2020-08-08",5135,24,3,27
"2020-08-08",5137,18,4,22
"2020-08-08",5139,23,4,27
"2020-08-08",5140,20,3,23
"2020-08-08",5145,25,4,29
"2020-08-08",6004,19,2,21
"2020-08-08",6005,17,3,20
"2020-08-08",6011,26,3,29
"2020-08-08",6021,24,4,28
"2020-08-08",6028,24,3,27
"2020-08-08",6030,25,3,28
"2020-08-08",6033,18,3,21
"2020-08-08",6039,13,2,15
"2020-08-08",6047,27,4,31
"2020-08-08",6050,19,4,23
"2020-08-08",6126,19,4,23
"2020-08-08",6129,21,4,25
"2020-08-08",6130,16,2,18
"2020-08-08",6131,20,4,24
"2020-08-08",6134,25,4,29
"2020-08-08",7010,16,3,19
"2020-08-08",7018,24,2,26
"2020-08-08",7019,22,4,26
"2020-08-08",7022,24,4,28
"2020-08-08",7023,25,4,29
"2020-08-08",7024,20,4,24
"2020-08-08",7027,23,4,27
"2020-08-08",7029,23,4,27
"2020-08-08",7030,24,4,28
"2020-08-08",7033,16,4,20
"2020-08-08",7037,15,4,19
"2020-08-08",7039,29,4,33
"2020-08-08",7043,19,4,23
"2020-08-08",7051,20,3,23
"2020-08-08",7065,21,3,24
"2020-08-08",7146,21,4,25
"2020-08-08",7159,22,3,25
"2020-08-08",7169,20,2,22
"2020-08-08",8015,20,4,24
"2020-08-09",2007,18,4,22
"2020-08-09",2074,16,3,19
"2020-08-09",3067,20,3,23
"2020-08-09",3117,21,4,25
"2020-08-09",4001,22,4,26
"2020-08-09",4038,19,4,23
"2020-08-09",4072,20,4,24
"2020-08-09",5005,14,4,18
"2020-08-09",5133,29,3,32
"2020-08-09",5135,22,3,25
"2020-08-09",5137,23,4,27
"2020-08-09",5139,26,3,29
"2020-08-09",5140,24,4,28
"2020-08-09",5145,26,2,28
"2020-08-09",6004,19,4,23
"2020-08-09",6005,19,4,23
"2020-08-09",6011,26,2,28
"2020-08-09",6021,27,4,31
"2020-08-09",6028,23,4,27
"2020-08-09",6030,24,4,28
"2020-08-09",6033,16,3,19
"2020-08-09",6039,20,3,23
"2020-08-09",6047,27,4,31
"2020-08-09",6050,21,4,25
"2020-08-09",6126,26,4,30
"2020-08-09",6129,18,4,22
"2020-08-09",6130,18,3,21
"2020-08-09",6131,27,4,31
"2020-08-09",6134,28,4,32
"2020-08-09",7010,18,2,20
"2020-08-09",7018,30,2,32
"2020-08-09",7019,19,4,23
"2020-08-09",7022,24,4,28
"2020-08-09",7023,26,3,29
"2020-08-09",7024,22,4,26
"2020-08-09",7027,29,4,33
"2020-08-09",7029,27,4,31
"2020-08-09",7030,29,4,33
"2020-08-09",7033,19,4,23
"2020-08-09",7037,13,4,17
"2020-08-09",7039,30,4,34
"2020-08-09",7043,20,4,24
"2020-08-09",7051,26,3,29
"2020-08-09",7065,23,4,27
"2020-08-09",7146,23,4,27
"2020-08-09",7159,22,3,25
"2020-08-09",7169,23,2,25
"2020-08-09",8015,22,4,26
"2020-08-10",2007,20,3,23
"2020-08-10",2074,15,3,18
"2020-08-10",3067,26,2,28
"2020-08-10",3117,22,4,26
"2020-08-10",4001,22,4,26
"2020-08-10",4038,17,3,20
"2020-08-10",4072,22,3,25
"2020-08-10",5005,13,4,17
"2020-08-10",5133,25,4,29
"2020-08-10",5135,18,3,21
"2020-08-10",5137,21,3,24
"2020-08-10",5139,23,4,27
"2020-08-10",5140,22,4,26
"2020-08-10",5145,27,4,31
"2020-08-10",6004,21,4,25
"2020-08-10",6005,15,4,19
"2020-08-10",6011,24,3,27
"2020-08-10",6021,23,4,27
"2020-08-10",6028,21,4,25
"2020-08-10",6030,26,2,28
"2020-08-10",6033,24,4,28
"2020-08-10",6039,23,3,26
"2020-08-10",6047,24,4,28
"2020-08-10",6050,20,3,23
"2020-08-10",6126,26,4,30
"2020-08-10",6129,25,3,28
"2020-08-10",6130,19,4,23
"2020-08-10",6131,21,4,25
"2020-08-10",6134,28,4,32
"2020-08-10",7010,18,3,21
"2020-08-10",7018,29,3,32
"2020-08-10",7019,15,3,18
"2020-08-10",7022,23,4,27
"2020-08-10",7023,25,4,29
"2020-08-10",7024,21,3,24
"2020-08-10",7027,29,4,33
"2020-08-10",7029,27,4,31
"2020-08-10",7030,22,4,26
"2020-08-10",7033,23,3,26
"2020-08-10",7037,12,4,16
"2020-08-10",7039,29,4,33
"2020-08-10",7043,23,4,27
"2020-08-10",7051,16,3,19
"2020-08-10",7065,23,4,27
"2020-08-10",7146,21,4,25
"2020-08-10",7159,19,2,21
"2020-08-10",7169,25,1,26
"2020-08-10",8015,21,4,25
"2020-08-11",2007,20,4,24
"2020-08-11",2074,19,3,22
"2020-08-11",3067,20,2,22
"2020-08-11",3117,24,4,28
"2020-08-11",4001,25,4,29
"2020-08-11",4072,25,4,29
"2020-08-11",5005,11,3,14
"2020-08-11",5133,28,3,31
"2020-08-11",5135,26,4,30
"2020-08-11",5137,24,4,28
"2020-08-11",5139,18,3,21
"2020-08-11",5140,26,3,29
"2020-08-11",5145,22,4,26
"2020-08-11",6004,25,4,29
"2020-08-11",6005,26,4,30
"2020-08-11",6011,25,4,29
"2020-08-11",6021,20,4,24
"2020-08-11",6028,23,4,27
"2020-08-11",6030,29,4,33
"2020-08-11",6033,23,3,26
"2020-08-11",6039,18,3,21
"2020-08-11",6047,26,4,30
"2020-08-11",6050,26,4,30
"2020-08-11",6126,26,4,30
"2020-08-11",6129,21,4,25
"2020-08-11",6130,25,4,29
"2020-08-11",6131,26,4,30
"2020-08-11",6134,27,4,31
"2020-08-11",7010,17,4,21
"2020-08-11",7018,25,4,29
"2020-08-11",7019,23,4,27
"2020-08-11",7022,25,4,29
"2020-08-11",7023,26,3,29
"2020-08-11",7024,28,4,32
"2020-08-11",7027,27,4,31
"2020-08-11",7029,27,4,31
"2020-08-11",7030,25,3,28
"2020-08-11",7033,22,4,26
"2020-08-11",7037,21,4,25
"2020-08-11",7039,28,4,32
"2020-08-11",7043,14,3,17
"2020-08-11",7051,23,4,27
"2020-08-11",7065,26,4,30
"2020-08-11",7146,23,4,27
"2020-08-11",7159,23,4,27
"2020-08-11",7169,25,1,26
"2020-08-11",8015,22,4,26
"2020-08-12",2007,23,4,27
"2020-08-12",2074,14,3,17
"2020-08-12",3067,16,2,18
"2020-08-12",3117,21,4,25
"2020-08-12",4001,21,4,25
"2020-08-12",4072,18,3,21
"2020-08-12",5005,14,4,18
"2020-08-12",5133,27,4,31
"2020-08-12",5135,12,2,14
"2020-08-12",5137,18,3,21
"2020-08-12",5139,25,4,29
"2020-08-12",5140,25,4,29
"2020-08-12",5145,19,2,21
"2020-08-12",6004,27,4,31
"2020-08-12",6005,17,3,20
"2020-08-12",6011,26,2,28
"2020-08-12",6021,23,3,26
"2020-08-12",6028,21,4,25
"2020-08-12",6030,29,2,31
"2020-08-12",6033,15,3,18
"2020-08-12",6039,18,3,21
"2020-08-12",6047,29,4,33
"2020-08-12",6050,18,4,22
"2020-08-12",6126,23,4,27
"2020-08-12",6129,22,3,25
"2020-08-12",6130,18,3,21
"2020-08-12",6131,24,4,28
"2020-08-12",6134,27,4,31
"2020-08-12",7010,14,3,17
"2020-08-12",7018,27,4,31
"2020-08-12",7019,20,4,24
"2020-08-12",7022,27,4,31
"2020-08-12",7023,23,4,27
"2020-08-12",7024,27,4,31
"2020-08-12",7027,26,4,30
"2020-08-12",7029,23,4,27
"2020-08-12",7030,30,3,33
"2020-08-12",7033,20,4,24
"2020-08-12",7037,27,4,31
"2020-08-12",7039,29,4,33
"2020-08-12",7043,19,4,23
"2020-08-12",7051,27,4,31
"2020-08-12",7065,27,4,31
"2020-08-12",7146,25,4,29
"2020-08-12",7159,21,4,25
"2020-08-12",7169,26,1,27
"2020-08-12",8015,20,4,24
"2020-08-13",2007,19,3,22
"2020-08-13",2074,17,3,20
"2020-08-13",3067,17,4,21
"2020-08-13",3117,19,4,23
"2020-08-13",4001,25,2,27
"2020-08-13",4072,27,3,30
"2020-08-13",5005,14,4,18
"2020-08-13",5133,13,3,16
"2020-08-13",5135,26,4,30
"2020-08-13",5137,26,3,29
"2020-08-13",5139,26,3,29
"2020-08-13",5140,25,4,29
"2020-08-13",5145,27,4,31
"2020-08-13",6004,22,3,25
"2020-08-13",6005,22,2,24
"2020-08-13",6011,26,3,29
"2020-08-13",6021,25,3,28
"2020-08-13",6028,24,4,28
"2020-08-13",6030,28,3,31
"2020-08-13",6033,22,2,24
"2020-08-13",6039,15,3,18
"2020-08-13",6047,27,3,30
"2020-08-13",6050,16,3,19
"2020-08-13",6126,25,4,29
"2020-08-13",6129,15,2,17
"2020-08-13",6130,22,2,24
"2020-08-13",6131,18,3,21
"2020-08-13",6134,23,4,27
"2020-08-13",7010,22,4,26
"2020-08-13",7018,25,4,29
"2020-08-13",7019,23,3,26
"2020-08-13",7022,27,4,31
"2020-08-13",7023,26,4,30
"2020-08-13",7024,28,4,32
"2020-08-13",7027,27,4,31
"2020-08-13",7029,23,4,27
"2020-08-13",7030,29,4,33
"2020-08-13",7033,27,4,31
"2020-08-13",7037,28,4,32
"2020-08-13",7039,30,4,34
"2020-08-13",7043,24,3,27
"2020-08-13",7051,28,4,32
"2020-08-13",7065,21,4,25
"2020-08-13",7146,24,3,27
"2020-08-13",7159,25,4,29
"2020-08-13",7169,22,2,24
"2020-08-13",8015,23,4,27
"2020-08-14",2007,26,3,29
"2020-08-14",2074,18,3,21
"2020-08-14",3067,23,2,25
"2020-08-14",3117,19,3,22
"2020-08-14",4001,27,4,31
"2020-08-14",4072,24,4,28
"2020-08-14",5005,19,4,23
"2020-08-14",5133,29,3,32
"2020-08-14",5135,20,3,23
"2020-08-14",5137,20,4,24
"2020-08-14",5139,25,4,29
"2020-08-14",5140,25,4,29
"2020-08-14",5145,27,3,30
"2020-08-14",6004,22,3,25
"2020-08-14",6005,27,3,30
"2020-08-14",6011,27,3,30
"2020-08-14",6021,26,4,30
"2020-08-14",6028,27,3,30
"2020-08-14",6030,28,4,32
"2020-08-14",6033,17,3,20
"2020-08-14",6039,17,4,21
"2020-08-14",6047,27,4,31
"2020-08-14",6050,25,4,29
"2020-08-14",6126,26,4,30
"2020-08-14",6129,19,2,21
"2020-08-14",6130,22,4,26
"2020-08-14",6131,22,2,24
"2020-08-14",6134,27,4,31
"2020-08-14",7010,21,3,24
"2020-08-14",7018,27,4,31
"2020-08-14",7019,19,2,21
"2020-08-14",7022,25,4,29
"2020-08-14",7023,29,4,33
"2020-08-14",7024,20,3,23
"2020-08-14",7027,26,4,30
"2020-08-14",7029,23,4,27
"2020-08-14",7030,28,4,32
"2020-08-14",7033,22,4,26
"2020-08-14",7037,26,4,30
"2020-08-14",7039,30,4,34
"2020-08-14",7043,21,4,25
"2020-08-14",7051,26,4,30
"2020-08-14",7065,21,4,25
"2020-08-14",7146,27,4,31
"2020-08-14",7159,27,3,30
"2020-08-14",7169,20,1,21
"2020-08-14",8015,23,4,27
"2020-08-15",2007,21,3,24
"2020-08-15",2074,12,3,15
"2020-08-15",3067,20,2,22
"2020-08-15",3117,16,2,18
"2020-08-15",4001,23,3,26
"2020-08-15",4072,15,4,19
"2020-08-15",5005,13,4,17
"2020-08-15",5133,22,3,25
"2020-08-15",5135,16,2,18
"2020-08-15",5137,22,4,26
"2020-08-15",5139,21,4,25
"2020-08-15",5140,25,4,29
"2020-08-15",5145,25,4,29
"2020-08-15",6004,24,4,28
"2020-08-15",6005,23,3,26
"2020-08-15",6011,25,3,28
"2020-08-15",6021,26,3,29
"2020-08-15",6028,26,4,30
"2020-08-15",6030,25,2,27
"2020-08-15",6033,16,4,20
"2020-08-15",6039,21,3,24
"2020-08-15",6047,23,3,26
"2020-08-15",6050,26,4,30
"2020-08-15",6126,23,4,27
"2020-08-15",6129,17,3,20
"2020-08-15",6130,19,3,22
"2020-08-15",6131,23,4,27
"2020-08-15",6134,16,2,18
"2020-08-15",7010,21,2,23
"2020-08-15",7018,24,4,28
"2020-08-15",7019,19,3,22
"2020-08-15",7022,24,4,28
"2020-08-15",7023,26,4,30
"2020-08-15",7024,22,4,26
"2020-08-15",7027,26,3,29
"2020-08-15",7029,21,3,24
"2020-08-15",7030,29,3,32
"2020-08-15",7033,19,4,23
"2020-08-15",7037,28,4,32
"2020-08-15",7039,28,3,31
"2020-08-15",7043,22,3,25
"2020-08-15",7051,26,4,30
"2020-08-15",7065,24,4,28
"2020-08-15",7146,25,4,29
"2020-08-15",7159,19,3,22
"2020-08-15",7169,26,2,28
"2020-08-15",8015,15,4,19
"2020-08-16",2007,20,3,23
"2020-08-16",2074,17,3,20
"2020-08-16",3067,18,2,20
"2020-08-16",3117,19,4,23
"2020-08-16",4001,18,4,22
"2020-08-16",4072,24,4,28
"2020-08-16",5005,16,4,20
"2020-08-16",5133,27,3,30
"2020-08-16",5135,20,4,24
"2020-08-16",5137,22,3,25
"2020-08-16",5139,27,4,31
"2020-08-16",5140,23,4,27
"2020-08-16",5145,24,4,28
"2020-08-16",6004,26,4,30
"2020-08-16",6005,20,3,23
"2020-08-16",6011,29,4,33
"2020-08-16",6021,24,4,28
"2020-08-16",6028,24,4,28
"2020-08-16",6030,26,3,29
"2020-08-16",6033,25,3,28
"2020-08-16",6039,22,3,25
"2020-08-16",6047,19,4,23
"2020-08-16",6050,24,3,27
"2020-08-16",6126,23,4,27
"2020-08-16",6129,23,4,27
"2020-08-16",6130,21,4,25
"2020-08-16",6131,22,3,25
"2020-08-16",6134,25,3,28
"2020-08-16",7010,17,4,21
"2020-08-16",7018,26,3,29
"2020-08-16",7019,25,4,29
"2020-08-16",7022,26,4,30
"2020-08-16",7023,23,4,27
"2020-08-16",7024,24,4,28
"2020-08-16",7027,24,4,28
"2020-08-16",7029,24,4,28
"2020-08-16",7030,26,3,29
"2020-08-16",7033,21,4,25
"2020-08-16",7037,28,4,32
"2020-08-16",7039,18,3,21
"2020-08-16",7043,23,4,27
"2020-08-16",7051,26,4,30
"2020-08-16",7065,23,3,26
"2020-08-16",7146,22,4,26
"2020-08-16",7159,23,4,27
"2020-08-16",7169,24,2,26
"2020-08-16",8015,22,4,26
"2020-08-17",2007,22,3,25
"2020-08-17",2074,16,3,19
"2020-08-17",3067,24,3,27
"2020-08-17",3117,25,3,28
"2020-08-17",4001,22,3,25
"2020-08-17",4038,22,4,26
"2020-08-17",4072,17,3,20
"2020-08-17",5005,11,4,15
"2020-08-17",5133,17,3,20
"2020-08-17",5135,22,3,25
"2020-08-17",5137,21,4,25
"2020-08-17",5139,22,4,26
"2020-08-17",5140,28,4,32
"2020-08-17",5145,29,4,33
"2020-08-17",6004,22,3,25
"2020-08-17",6005,26,4,30
"2020-08-17",6011,30,4,34
"2020-08-17",6021,23,3,26
"2020-08-17",6028,23,4,27
"2020-08-17",6030,27,4,31
"2020-08-17",6033,19,4,23
"2020-08-17",6039,20,4,24
"2020-08-17",6047,25,4,29
"2020-08-17",6050,22,3,25
"2020-08-17",6126,24,4,28
"2020-08-17",6129,20,4,24
"2020-08-17",6130,19,3,22
"2020-08-17",6131,20,3,23
"2020-08-17",6134,19,4,23
"2020-08-17",7010,20,3,23
"2020-08-17",7018,29,3,32
"2020-08-17",7019,24,4,28
"2020-08-17",7022,20,4,24
"2020-08-17",7023,25,4,29
"2020-08-17",7024,25,3,28
"2020-08-17",7027,29,3,32
"2020-08-17",7029,23,4,27
"2020-08-17",7030,28,3,31
"2020-08-17",7033,26,4,30
"2020-08-17",7037,28,4,32
"2020-08-17",7039,28,4,32
"2020-08-17",7043,25,4,29
"2020-08-17",7051,25,3,28
"2020-08-17",7065,19,4,23
"2020-08-17",7146,19,4,23
"2020-08-17",7159,22,4,26
"2020-08-17",7169,22,2,24
"2020-08-17",8015,25,4,29
"2020-08-18",2007,26,3,29
"2020-08-18",2074,20,3,23
"2020-08-18",3067,17,3,20
"2020-08-18",3117,23,4,27
"2020-08-18",4001,22,2,24
"2020-08-18",4038,26,4,30
"2020-08-18",4072,22,3,25
"2020-08-18",5005,21,4,25
"2020-08-18",5133,26,4,30
"2020-08-18",5135,26,4,30
"2020-08-18",5137,22,3,25
"2020-08-18",5139,26,3,29
"2020-08-18",5140,24,4,28
"2020-08-18",5145,23,4,27
"2020-08-18",6004,21,4,25
"2020-08-18",6005,23,4,27
"2020-08-18",6011,26,3,29
"2020-08-18",6021,19,4,23
"2020-08-18",6028,26,4,30
"2020-08-18",6030,25,4,29
"2020-08-18",6033,26,4,30
"2020-08-18",6039,20,3,23
"2020-08-18",6047,27,4,31
"2020-08-18",6050,24,3,27
"2020-08-18",6126,26,4,30
"2020-08-18",6129,21,3,24
"2020-08-18",6130,24,3,27
"2020-08-18",6131,22,4,26
"2020-08-18",6134,21,2,23
"2020-08-18",7010,23,3,26
"2020-08-18",7018,26,4,30
"2020-08-18",7019,23,4,27
"2020-08-18",7022,25,4,29
"2020-08-18",7023,28,4,32
"2020-08-18",7024,19,3,22
"2020-08-18",7027,27,4,31
"2020-08-18",7029,26,4,30
"2020-08-18",7030,30,4,34
"2020-08-18",7033,28,4,32
"2020-08-18",7037,28,4,32
"2020-08-18",7039,27,4,31
"2020-08-18",7043,22,4,26
"2020-08-18",7051,28,3,31
"2020-08-18",7065,20,4,24
"2020-08-18",7146,23,3,26
"2020-08-18",7159,21,4,25
"2020-08-18",7169,27,2,29
"2020-08-18",8015,21,4,25
"2020-08-19",2007,16,3,19
"2020-08-19",2074,14,2,16
"2020-08-19",3067,20,2,22
"2020-08-19",3117,22,3,25
"2020-08-19",4001,21,3,24
"2020-08-19",4038,22,4,26
"2020-08-19",4072,20,4,24
"2020-08-19",5005,19,3,22
"2020-08-19",5133,22,3,25
"2020-08-19",5135,25,3,28
"2020-08-19",5137,26,3,29
"2020-08-19",5139,18,3,21
"2020-08-19",5140,19,4,23
"2020-08-19",5145,26,4,30
"2020-08-19",6004,15,2,17
"2020-08-19",6005,20,4,24
"2020-08-19",6011,25,4,29
"2020-08-19",6021,19,3,22
"2020-08-19",6028,17,2,19
"2020-08-19",6030,23,4,27
"2020-08-19",6033,17,4,21
"2020-08-19",6039,21,3,24
"2020-08-19",6047,20,4,24
"2020-08-19",6050,18,3,21
"2020-08-19",6126,25,4,29
"2020-08-19",6129,19,4,23
"2020-08-19",6130,18,2,20
"2020-08-19",6131,19,3,22
"2020-08-19",6134,20,1,21
"2020-08-19",7010,25,3,28
"2020-08-19",7018,27,4,31
"2020-08-19",7019,19,4,23
"2020-08-19",7022,18,4,22
"2020-08-19",7023,20,4,24
"2020-08-19",7024,23,3,26
"2020-08-19",7027,19,4,23
"2020-08-19",7029,28,4,32
"2020-08-19",7030,30,4,34
"2020-08-19",7033,23,3,26
"2020-08-19",7037,26,4,30
"2020-08-19",7039,28,4,32
"2020-08-19",7043,18,4,22
"2020-08-19",7051,25,4,29
"2020-08-19",7065,21,4,25
"2020-08-19",7146,24,4,28
"2020-08-19",7159,18,3,21
"2020-08-19",7169,20,2,22
"2020-08-19",8015,20,4,24
"2020-08-20",2007,23,4,27
"2020-08-20",2074,14,3,17
"2020-08-20",3067,22,3,25
"2020-08-20",3117,20,4,24
"2020-08-20",4001,18,4,22
"2020-08-20",4038,18,4,22
"2020-08-20",4072,15,3,18
"2020-08-20",5005,11,4,15
"2020-08-20",5133,20,3,23
"2020-08-20",5135,21,4,25
"2020-08-20",5137,25,4,29
"2020-08-20",5139,25,3,28
"2020-08-20",5140,22,4,26
"2020-08-20",5145,22,3,25
"2020-08-20",6004,20,4,24
"2020-08-20",6005,25,4,29
"2020-08-20",6011,27,4,31
"2020-08-20",6021,24,2,26
"2020-08-20",6028,22,3,25
"2020-08-20",6030,20,3,23
"2020-08-20",6033,15,4,19
"2020-08-20",6039,18,3,21
"2020-08-20",6047,28,4,32
"2020-08-20",6050,18,3,21
"2020-08-20",6126,25,4,29
"2020-08-20",6129,20,4,24
"2020-08-20",6130,24,4,28
"2020-08-20",6131,16,4,20
"2020-08-20",6134,15,1,16
"2020-08-20",7010,16,4,20
"2020-08-20",7018,28,4,32
"2020-08-20",7019,20,4,24
"2020-08-20",7022,23,4,27
"2020-08-20",7023,25,4,29
"2020-08-20",7024,21,4,25
"2020-08-20",7027,28,4,32
"2020-08-20",7029,23,4,27
"2020-08-20",7030,26,4,30
"2020-08-20",7033,23,4,27
"2020-08-20",7037,25,4,29
"2020-08-20",7039,29,4,33
"2020-08-20",7043,23,3,26
"2020-08-20",7051,26,4,30
"2020-08-20",7065,29,3,32
"2020-08-20",7146,24,4,28
"2020-08-20",7159,25,4,29
"2020-08-20",7169,22,3,25
"2020-08-20",8015,22,4,26
"2020-08-21",2007,20,3,23
"2020-08-21",2074,13,2,15
"2020-08-21",3067,21,4,25
"2020-08-21",3117,22,4,26
"2020-08-21",3150,16,3,19
"2020-08-21",4001,20,3,23
"2020-08-21",4038,21,2,23
"2020-08-21",4072,18,4,22
"2020-08-21",5005,15,4,19
"2020-08-21",5028,22,4,26
"2020-08-21",5041,19,3,22
