"date","cow","unique_feed_bins_visited","unique_water_bins_visited","total_bins_visited"
"2020-09-19",5139,16,4,20
"2020-09-19",5140,19,5,24
"2020-09-19",5145,21,4,25
"2020-09-19",6005,16,5,21
"2020-09-19",6011,23,3,26
"2020-09-19",6021,19,3,22
"2020-09-19",6023,22,5,27
"2020-09-19",6028,19,3,22
"2020-09-19",6030,23,3,26
"2020-09-19",6033,23,4,27
"2020-09-19",6050,25,4,29
"2020-09-19",6055,27,3,30
"2020-09-19",6121,26,5,31
"2020-09-19",6126,26,4,30
"2020-09-19",6129,24,3,27
"2020-09-19",6130,24,5,29
"2020-09-19",6134,24,3,27
"2020-09-19",7010,23,4,27
"2020-09-19",7018,28,2,30
"2020-09-19",7019,21,4,25
"2020-09-19",7022,22,4,26
"2020-09-19",7023,17,4,21
"2020-09-19",7024,19,4,23
"2020-09-19",7027,27,4,31
"2020-09-19",7029,23,4,27
"2020-09-19",7030,26,3,29
"2020-09-19",7033,22,4,26
"2020-09-19",7039,28,4,32
"2020-09-19",7043,23,5,28
"2020-09-19",7051,26,5,31
"2020-09-19",7146,21,2,23
"2020-09-19",7159,18,2,20
"2020-09-19",8015,16,4,20
"2020-09-20",2074,17,4,21
"2020-09-20",3067,18,4,22
"2020-09-20",3150,15,3,18
"2020-09-20",4001,18,2,20
"2020-09-20",4072,19,4,23
"2020-09-20",5005,10,4,14
"2020-09-20",5028,24,3,27
"2020-09-20",5041,22,3,25
"2020-09-20",5058,17,3,20
"2020-09-20",5100,25,5,30
"2020-09-20",5120,19,4,23
"2020-09-20",5124,18,4,22
"2020-09-20",5133,26,3,29
"2020-09-20",5135,17,3,20
"2020-09-20",5137,12,4,16
"2020-09-20",5139,16,3,19
"2020-09-20",5140,20,5,25
"2020-09-20",5145,24,3,27
"2020-09-20",6005,18,4,22
"2020-09-20",6011,25,4,29
"2020-09-20",6021,17,2,19
"2020-09-20",6023,22,4,26
"2020-09-20",6028,19,4,23
"2020-09-20",6030,28,4,32
"2020-09-20",6033,18,4,22
"2020-09-20",6050,22,4,26
"2020-09-20",6055,18,2,20
"2020-09-20",6121,17,4,21
"2020-09-20",6126,18,5,23
"2020-09-20",6129,15,3,18
"2020-09-20",6130,21,3,24
"2020-09-20",6134,19,2,21
"2020-09-20",7010,15,3,18
"2020-09-20",7018,24,5,29
"2020-09-20",7019,19,4,23
"2020-09-20",7022,16,3,19
"2020-09-20",7023,24,3,27
"2020-09-20",7024,23,4,27
"2020-09-20",7027,25,3,28
"2020-09-20",7029,22,5,27
"2020-09-20",7030,23,4,27
"2020-09-20",7033,26,4,30
"2020-09-20",7039,26,3,29
"2020-09-20",7043,24,5,29
"2020-09-20",7051,23,5,28
"2020-09-20",7146,19,2,21
"2020-09-20",8015,17,3,20
"2020-09-21",2074,17,4,21
"2020-09-21",3067,20,5,25
"2020-09-21",3150,16,3,19
"2020-09-21",4001,12,2,14
"2020-09-21",4072,16,4,20
"2020-09-21",5005,8,3,11
"2020-09-21",5028,21,5,26
"2020-09-21",5041,20,4,24
"2020-09-21",5058,22,3,25
"2020-09-21",5100,27,5,32
"2020-09-21",5120,25,4,29
"2020-09-21",5124,17,4,21
"2020-09-21",5133,22,4,26
"2020-09-21",5135,22,5,27
"2020-09-21",5137,23,4,27
"2020-09-21",5139,19,5,24
"2020-09-21",5140,18,3,21
"2020-09-21",5145,28,5,33
"2020-09-21",6005,21,5,26
"2020-09-21",6011,26,4,30
"2020-09-21",6021,18,3,21
"2020-09-21",6023,25,5,30
"2020-09-21",6028,17,3,20
"2020-09-21",6030,24,5,29
"2020-09-21",6033,20,3,23
"2020-09-21",6050,19,5,24
"2020-09-21",6055,23,3,26
"2020-09-21",6121,15,5,20
"2020-09-21",6126,23,5,28
"2020-09-21",6129,16,4,20
"2020-09-21",6130,16,3,19
"2020-09-21",6134,22,2,24
"2020-09-21",7010,16,3,19
"2020-09-21",7018,24,4,28
"2020-09-21",7019,25,4,29
"2020-09-21",7022,21,4,25
"2020-09-21",7023,22,2,24
"2020-09-21",7024,21,5,26
"2020-09-21",7027,20,3,23
"2020-09-21",7029,16,3,19
"2020-09-21",7030,26,3,29
"2020-09-21",7033,27,4,31
"2020-09-21",7039,26,3,29
"2020-09-21",7043,19,5,24
"2020-09-21",7051,24,4,28
"2020-09-21",7146,24,4,28
"2020-09-21",8015,13,4,17
"2020-09-22",2074,21,4,25
"2020-09-22",3067,20,4,24
"2020-09-22",3150,23,5,28
"2020-09-22",4001,16,2,18
"2020-09-22",4072,22,4,26
"2020-09-22",5005,15,5,20
"2020-09-22",5028,23,4,27
"2020-09-22",5041,22,4,26
"2020-09-22",5058,27,5,32
"2020-09-22",5100,26,3,29
"2020-09-22",5120,16,3,19
"2020-09-22",5124,20,4,24
"2020-09-22",5133,24,4,28
"2020-09-22",5135,19,5,24
"2020-09-22",5137,21,4,25
"2020-09-22",5139,19,5,24
"2020-09-22",5140,28,4,32
"2020-09-22",5145,23,4,27
"2020-09-22",6005,17,3,20
"2020-09-22",6011,28,5,33
"2020-09-22",6021,17,3,20
"2020-09-22",6023,22,3,25
"2020-09-22",6028,26,3,29
"2020-09-22",6030,28,2,30
"2020-09-22",6033,21,4,25
"2020-09-22",6050,26,3,29
"2020-09-22",6055,22,3,25
"2020-09-22",6121,21,5,26
"2020-09-22",6126,24,5,29
"2020-09-22",6129,16,3,19
"2020-09-22",6130,24,3,27
"2020-09-22",6134,19,4,23
"2020-09-22",7010,19,2,21
"2020-09-22",7018,25,5,30
"2020-09-22",7019,15,3,18
"2020-09-22",7022,20,4,24
"2020-09-22",7023,25,3,28
"2020-09-22",7024,24,5,29
"2020-09-22",7027,27,3,30
"2020-09-22",7029,17,3,20
"2020-09-22",7030,27,3,30
"2020-09-22",7033,25,5,30
"2020-09-22",7039,23,2,25
"2020-09-22",7043,24,4,28
"2020-09-22",7051,28,5,33
"2020-09-22",7146,24,5,29
"2020-09-22",8015,16,3,19
"2020-09-23",2074,22,4,26
"2020-09-23",3067,9,1,10
"2020-09-23",3150,21,5,26
"2020-09-23",4001,23,5,28
"2020-09-23",4072,24,4,28
"2020-09-23",5005,17,4,21
"2020-09-23",5028,19,3,22
"2020-09-23",5041,22,3,25
"2020-09-23",5042,12,2,14
"2020-09-23",5058,19,5,24
"2020-09-23",5100,27,5,32
"2020-09-23",5120,20,4,24
"2020-09-23",5124,20,3,23
"2020-09-23",5133,27,5,32
"2020-09-23",5135,24,4,28
"2020-09-23",5137,26,5,31
"2020-09-23",5139,20,2,22
"2020-09-23",5140,20,4,24
"2020-09-23",5145,22,5,27
"2020-09-23",6005,20,4,24
"2020-09-23",6011,29,5,34
"2020-09-23",6021,16,2,18
"2020-09-23",6023,16,2,18
"2020-09-23",6027,21,3,24
"2020-09-23",6028,16,3,19
"2020-09-23",6030,28,4,32
"2020-09-23",6033,22,4,26
"2020-09-23",6047,16,4,20
"2020-09-23",6050,25,3,28
"2020-09-23",6055,19,3,22
"2020-09-23",6069,24,2,26
"2020-09-23",6090,18,4,22
"2020-09-23",6121,21,4,25
"2020-09-23",6126,26,5,31
"2020-09-23",6129,21,4,25
"2020-09-23",6130,26,5,31
"2020-09-23",6134,24,1,25
"2020-09-23",7010,17,2,19
"2020-09-23",7018,28,5,33
"2020-09-23",7019,19,3,22
"2020-09-23",7022,19,4,23
"2020-09-23",7023,26,4,30
"2020-09-23",7024,24,3,27
"2020-09-23",7027,27,4,31
"2020-09-23",7029,8,2,10
"2020-09-23",7030,27,5,32
"2020-09-23",7033,24,4,28
"2020-09-23",7039,24,2,26
"2020-09-23",7043,29,4,33
"2020-09-23",7051,29,5,34
"2020-09-23",7146,18,4,22
"2020-09-23",8015,16,5,21
"2020-09-24",2074,16,5,21
"2020-09-24",3150,26,4,30
"2020-09-24",4001,28,3,31
"2020-09-24",4072,21,4,25
"2020-09-24",5005,16,4,20
"2020-09-24",5028,21,3,24
"2020-09-24",5041,27,2,29
"2020-09-24",5042,21,1,22
"2020-09-24",5058,24,4,28
"2020-09-24",5100,26,4,30
"2020-09-24",5120,26,5,31
"2020-09-24",5124,25,4,29
"2020-09-24",5133,24,2,26
"2020-09-24",5135,23,4,27
"2020-09-24",5137,25,4,29
"2020-09-24",5139,23,4,27
"2020-09-24",5140,24,3,27
"2020-09-24",5145,28,5,33
"2020-09-24",6005,24,4,28
"2020-09-24",6011,26,3,29
"2020-09-24",6027,23,2,25
"2020-09-24",6028,28,4,32
"2020-09-24",6030,29,2,31
"2020-09-24",6033,24,4,28
"2020-09-24",6047,21,4,25
"2020-09-24",6050,23,3,26
"2020-09-24",6055,29,3,32
"2020-09-24",6069,27,3,30
"2020-09-24",6090,22,3,25
"2020-09-24",6121,25,5,30
"2020-09-24",6126,28,5,33
"2020-09-24",6129,22,4,26
"2020-09-24",6130,25,4,29
"2020-09-24",6134,21,3,24
"2020-09-24",7010,18,3,21
"2020-09-24",7018,27,5,32
"2020-09-24",7019,23,4,27
"2020-09-24",7022,27,5,32
"2020-09-24",7023,22,1,23
"2020-09-24",7024,27,4,31
"2020-09-24",7027,26,3,29
"2020-09-24",7029,20,4,24
"2020-09-24",7030,26,4,30
"2020-09-24",7033,26,5,31
"2020-09-24",7039,28,3,31
"2020-09-24",7043,23,4,27
"2020-09-24",7051,26,5,31
"2020-09-24",8015,19,4,23
"2020-09-25",2074,20,4,24
"2020-09-25",3150,27,5,32
"2020-09-25",4001,22,3,25
"2020-09-25",4072,19,4,23
"2020-09-25",5005,10,2,12
"2020-09-25",5028,21,3,24
"2020-09-25",5041,23,4,27
"2020-09-25",5042,23,1,24
"2020-09-25",5058,17,4,21
"2020-09-25",5100,29,5,34
"2020-09-25",5120,29,5,34
"2020-09-25",5124,25,5,30
"2020-09-25",5133,29,4,33
"2020-09-25",5135,22,4,26
"2020-09-25",5137,23,5,28
"2020-09-25",5139,24,5,29
"2020-09-25",5140,18,2,20
"2020-09-25",5145,25,4,29
"2020-09-25",6005,20,4,24
"2020-09-25",6011,28,4,32
"2020-09-25",6027,26,1,27
"2020-09-25",6028,24,4,28
"2020-09-25",6030,29,4,33
"2020-09-25",6033,24,4,28
"2020-09-25",6047,20,4,24
"2020-09-25",6050,22,3,25
"2020-09-25",6055,27,3,30
"2020-09-25",6069,25,4,29
"2020-09-25",6090,20,3,23
"2020-09-25",6121,23,5,28
"2020-09-25",6126,26,5,31
"2020-09-25",6129,17,4,21
"2020-09-25",6130,21,3,24
"2020-09-25",6134,23,5,28
"2020-09-25",7010,20,3,23
"2020-09-25",7018,26,4,30
"2020-09-25",7019,24,3,27
"2020-09-25",7022,24,4,28
"2020-09-25",7023,26,2,28
"2020-09-25",7024,25,4,29
"2020-09-25",7027,24,3,27
"2020-09-25",7029,23,4,27
"2020-09-25",7030,23,2,25
"2020-09-25",7033,24,4,28
"2020-09-25",7039,16,2,18
"2020-09-25",7043,29,4,33
"2020-09-25",7051,28,5,33
"2020-09-25",8015,15,4,19
"2020-09-26",2074,5,1,6
"2020-09-26",4001,20,1,21
"2020-09-26",5041,13,2,15
"2020-09-26",5100,13,1,14
"2020-09-26",5120,2,2,4
"2020-09-26",5124,21,4,25
"2020-09-26",5137,4,1,5
"2020-09-26",5145,2,1,3
"2020-09-26",6005,5,1,6
"2020-09-26",6011,15,2,17
"2020-09-26",6027,9,1,10
"2020-09-26",6047,3,1,4
"2020-09-26",6055,26,1,27
"2020-09-26",6090,5,2,7
"2020-09-26",6129,12,2,14
"2020-09-26",6130,16,1,17
"2020-09-26",7010,6,2,8
"2020-09-26",7019,4,1,5
"2020-09-26",7022,16,2,18
"2020-09-26",7023,2,0,2
"2020-09-26",7024,6,0,6
"2020-09-26",7027,18,2,20
"2020-09-26",7033,4,2,6
"2020-09-26",7043,3,0,3
"2020-09-26",7051,9,2,11
"2020-09-26",8015,2,1,3
"2020-09-26",5042,0,1,1
"2020-09-26",6033,0,1,1
"2020-09-27",2074,16,4,20
"2020-09-27",3150,22,4,26
"2020-09-27",4001,20,3,23
"2020-09-27",4072,20,4,24
"2020-09-27",5005,10,4,14
"2020-09-27",5028,7,2,9
"2020-09-27",5041,22,3,25
"2020-09-27",5042,19,2,21
"2020-09-27",5058,23,4,27
"2020-09-27",5100,28,4,32
"2020-09-27",5120,27,5,32
"2020-09-27",5124,18,4,22
"2020-09-27",5133,28,5,33
"2020-09-27",5135,21,4,25
"2020-09-27",5137,29,5,34
"2020-09-27",5139,23,3,26
"2020-09-27",5140,23,4,27
"2020-09-27",5145,22,4,26
"2020-09-27",6005,21,2,23
"2020-09-27",6011,28,4,32
"2020-09-27",6027,23,2,25
"2020-09-27",6028,27,3,30
"2020-09-27",6030,25,3,28
"2020-09-27",6033,23,4,27
"2020-09-27",6047,21,5,26
"2020-09-27",6050,22,4,26
"2020-09-27",6055,20,3,23
"2020-09-27",6069,29,4,33
"2020-09-27",6090,18,3,21
"2020-09-27",6121,25,5,30
"2020-09-27",6126,24,3,27
"2020-09-27",6129,21,3,24
"2020-09-27",6130,18,3,21
"2020-09-27",6134,22,3,25
"2020-09-27",7010,14,3,17
"2020-09-27",7018,26,5,31
"2020-09-27",7019,17,4,21
"2020-09-27",7022,24,4,28
"2020-09-27",7023,30,3,33
"2020-09-27",7024,23,3,26
"2020-09-27",7027,23,4,27
"2020-09-27",7029,17,4,21
"2020-09-27",7030,29,2,31
"2020-09-27",7033,26,4,30
"2020-09-27",7039,25,3,28
"2020-09-27",7043,22,5,27
"2020-09-27",7051,26,5,31
"2020-09-27",8015,19,4,23
"2020-09-28",2074,20,4,24
"2020-09-28",3150,26,5,31
"2020-09-28",4001,13,3,16
"2020-09-28",4072,17,3,20
"2020-09-28",5005,12,3,15
"2020-09-28",5028,13,2,15
"2020-09-28",5041,23,3,26
"2020-09-28",5042,24,2,26
"2020-09-28",5058,16,3,19
"2020-09-28",5100,27,5,32
"2020-09-28",5120,12,3,15
"2020-09-28",5124,23,5,28
"2020-09-28",5133,28,4,32
"2020-09-28",5135,20,4,24
"2020-09-28",5137,19,5,24
"2020-09-28",5139,17,5,22
"2020-09-28",5140,16,3,19
"2020-09-28",5145,25,3,28
"2020-09-28",6005,15,3,18
"2020-09-28",6011,26,5,31
"2020-09-28",6027,24,2,26
"2020-09-28",6028,24,4,28
"2020-09-28",6030,25,4,29
"2020-09-28",6033,24,4,28
"2020-09-28",6047,23,5,28
"2020-09-28",6050,27,3,30
"2020-09-28",6055,24,3,27
"2020-09-28",6069,22,4,26
"2020-09-28",6090,18,5,23
"2020-09-28",6121,25,5,30
"2020-09-28",6126,24,4,28
"2020-09-28",6129,17,3,20
"2020-09-28",6130,24,3,27
"2020-09-28",6134,18,2,20
"2020-09-28",7010,19,4,23
"2020-09-28",7018,29,5,34
"2020-09-28",7019,16,4,20
"2020-09-28",7022,21,4,25
"2020-09-28",7023,23,1,24
"2020-09-28",7024,22,4,26
"2020-09-28",7027,26,4,30
"2020-09-28",7029,22,3,25
"2020-09-28",7030,26,3,29
"2020-09-28",7033,26,5,31
"2020-09-28",7039,25,4,29
"2020-09-28",7043,17,4,21
"2020-09-28",7051,30,5,35
"2020-09-28",8015,12,3,15
"2020-09-29",2074,24,4,28
"2020-09-29",3150,20,5,25
"2020-09-29",4001,19,1,20
"2020-09-29",4072,19,3,22
"2020-09-29",5005,11,4,15
"2020-09-29",5028,18,3,21
"2020-09-29",5041,22,4,26
"2020-09-29",5042,22,3,25
"2020-09-29",5058,15,3,18
"2020-09-29",5100,28,4,32
"2020-09-29",5120,18,4,22
"2020-09-29",5124,21,5,26
"2020-09-29",5133,25,4,29
"2020-09-29",5135,20,5,25
"2020-09-29",5137,21,5,26
"2020-09-29",5139,16,3,19
"2020-09-29",5140,25,5,30
"2020-09-29",5145,13,5,18
"2020-09-29",6005,20,4,24
"2020-09-29",6011,27,5,32
"2020-09-29",6027,19,2,21
"2020-09-29",6028,17,4,21
"2020-09-29",6030,26,4,30
"2020-09-29",6033,24,3,27
"2020-09-29",6047,26,5,31
"2020-09-29",6050,23,4,27
"2020-09-29",6055,25,4,29
"2020-09-29",6069,23,5,28
"2020-09-29",6090,20,5,25
"2020-09-29",6121,17,5,22
"2020-09-29",6126,26,4,30
"2020-09-29",6129,18,2,20
"2020-09-29",6130,21,4,25
"2020-09-29",6134,23,2,25
"2020-09-29",7010,20,4,24
"2020-09-29",7018,21,4,25
"2020-09-29",7019,15,4,19
"2020-09-29",7022,26,4,30
"2020-09-29",7023,26,4,30
"2020-09-29",7024,19,5,24
"2020-09-29",7027,25,4,29
"2020-09-29",7029,19,3,22
"2020-09-29",7030,22,4,26
"2020-09-29",7033,20,5,25
"2020-09-29",7039,13,4,17
"2020-09-29",7043,22,5,27
"2020-09-29",7051,24,4,28
"2020-09-29",8015,23,4,27
"2020-09-30",2074,15,3,18
"2020-09-30",3150,22,4,26
"2020-09-30",4001,19,3,22
"2020-09-30",4072,17,3,20
"2020-09-30",5005,13,4,17
"2020-09-30",5028,17,2,19
"2020-09-30",5041,27,3,30
"2020-09-30",5042,22,2,24
"2020-09-30",5058,20,3,23
"2020-09-30",5100,23,5,28
"2020-09-30",5120,19,4,23
"2020-09-30",5124,17,4,21
"2020-09-30",5133,25,4,29
"2020-09-30",5135,20,4,24
"2020-09-30",5137,18,5,23
"2020-09-30",5139,17,4,21
"2020-09-30",5140,16,3,19
"2020-09-30",5145,22,4,26
"2020-09-30",6005,19,4,23
"2020-09-30",6011,21,4,25
"2020-09-30",6027,25,2,27
"2020-09-30",6028,13,4,17
"2020-09-30",6030,24,4,28
"2020-09-30",6033,20,5,25
"2020-09-30",6047,24,5,29
"2020-09-30",6050,24,4,28
"2020-09-30",6055,21,3,24
"2020-09-30",6069,17,4,21
"2020-09-30",6090,21,4,25
"2020-09-30",6121,26,5,31
"2020-09-30",6126,19,5,24
"2020-09-30",6129,23,4,27
"2020-09-30",6130,16,4,20
"2020-09-30",6134,23,2,25
"2020-09-30",7010,17,4,21
"2020-09-30",7018,19,3,22
"2020-09-30",7019,21,5,26
"2020-09-30",7022,24,4,28
"2020-09-30",7023,24,4,28
"2020-09-30",7024,21,4,25
"2020-09-30",7027,27,4,31
"2020-09-30",7029,19,4,23
"2020-09-30",7030,27,2,29
"2020-09-30",7033,28,5,33
"2020-09-30",7039,19,3,22
"2020-09-30",7043,26,5,31
"2020-09-30",7051,29,5,34
"2020-09-30",8015,26,4,30
"2020-10-01",2074,17,4,21
"2020-10-01",3150,15,4,19
"2020-10-01",4001,24,1,25
"2020-10-01",4072,15,3,18
"2020-10-01",5005,14,4,18
"2020-10-01",5028,28,4,32
"2020-10-01",5041,21,3,24
"2020-10-01",5042,23,2,25
"2020-10-01",5058,21,3,24
"2020-10-01",5100,29,5,34
"2020-10-01",5120,21,4,25
"2020-10-01",5124,18,4,22
"2020-10-01",5133,30,4,34
"2020-10-01",5135,24,5,29
"2020-10-01",5137,26,4,30
"2020-10-01",5139,20,5,25
"2020-10-01",5140,20,5,25
"2020-10-01",5145,24,4,28
"2020-10-01",6005,19,3,22
"2020-10-01",6011,30,4,34
"2020-10-01",6027,28,2,30
"2020-10-01",6028,20,3,23
"2020-10-01",6030,27,5,32
"2020-10-01",6033,26,4,30
"2020-10-01",6047,27,5,32
"2020-10-01",6050,26,5,31
"2020-10-01",6055,24,3,27
"2020-10-01",6069,16,3,19
"2020-10-01",6090,24,4,28
"2020-10-01",6121,24,5,29
"2020-10-01",6126,29,5,34
"2020-10-01",6129,19,3,22
"2020-10-01",6130,20,4,24
"2020-10-01",6134,17,2,19
"2020-10-01",7010,20,4,24
"2020-10-01",7018,18,4,22
"2020-10-01",7019,19,3,22
"2020-10-01",7022,24,4,28
"2020-10-01",7023,28,3,31
"2020-10-01",7024,19,3,22
"2020-10-01",7027,22,3,25
"2020-10-01",7029,20,4,24
"2020-10-01",7030,29,5,34
"2020-10-01",7033,22,5,27
"2020-10-01",7039,16,3,19
"2020-10-01",7043,23,5,28
"2020-10-01",7051,26,5,31
"2020-10-01",8015,21,4,25
"2020-10-02",2074,18,3,21
"2020-10-02",3150,22,4,26
"2020-10-02",4001,20,2,22
"2020-10-02",4072,14,4,18
"2020-10-02",5005,15,4,19
"2020-10-02",5028,22,4,26
"2020-10-02",5041,18,3,21
"2020-10-02",5042,23,2,25
"2020-10-02",5058,20,3,23
"2020-10-02",5100,26,5,31
"2020-10-02",5120,19,5,24
"2020-10-02",5124,22,4,26
"2020-10-02",5133,24,3,27
"2020-10-02",5135,19,4,23
"2020-10-02",5137,17,5,22
"2020-10-02",5139,17,3,20
"2020-10-02",5140,25,4,29
"2020-10-02",5145,24,4,28
"2020-10-02",6005,19,4,23
"2020-10-02",6011,28,5,33
"2020-10-02",6027,27,3,30
"2020-10-02",6028,21,3,24
"2020-10-02",6030,27,5,32
"2020-10-02",6033,18,4,22
"2020-10-02",6047,21,4,25
"2020-10-02",6050,23,4,27
"2020-10-02",6055,25,5,30
"2020-10-02",6069,14,5,19
"2020-10-02",6090,22,4,26
"2020-10-02",6121,22,5,27
"2020-10-02",6126,28,5,33
"2020-10-02",6129,18,4,22
"2020-10-02",6130,25,5,30
"2020-10-02",6134,24,2,26
"2020-10-02",7010,16,4,20
"2020-10-02",7018,24,4,28
"2020-10-02",7019,25,5,30
"2020-10-02",7022,25,4,29
"2020-10-02",7023,22,2,24
"2020-10-02",7024,21,3,24
"2020-10-02",7027,28,4,32
"2020-10-02",7029,21,2,23
"2020-10-02",7030,29,5,34
"2020-10-02",7033,26,5,31
"2020-10-02",7039,18,4,22
"2020-10-02",7043,21,4,25
"2020-10-02",7051,28,4,32
"2020-10-02",8015,20,4,24
"2020-10-03",2074,21,3,24
"2020-10-03",3150,28,5,33
"2020-10-03",4001,21,2,23
"2020-10-03",4072,20,3,23
"2020-10-03",5005,19,5,24
"2020-10-03",5028,23,5,28
"2020-10-03",5041,15,3,18
"2020-10-03",5042,21,2,23
"2020-10-03",5058,20,3,23
"2020-10-03",5100,26,4,30
"2020-10-03",5120,21,4,25
"2020-10-03",5124,18,4,22
"2020-10-03",5133,27,3,30
"2020-10-03",5135,24,5,29
"2020-10-03",5137,20,4,24
"2020-10-03",5139,19,4,23
"2020-10-03",5140,23,5,28
"2020-10-03",5145,20,3,23
"2020-10-03",6005,20,4,24
"2020-10-03",6011,30,3,33
"2020-10-03",6027,25,2,27
"2020-10-03",6028,24,4,28
"2020-10-03",6030,25,5,30
"2020-10-03",6033,23,4,27
"2020-10-03",6047,21,3,24
"2020-10-03",6050,26,5,31
"2020-10-03",6055,26,3,29
"2020-10-03",6069,18,3,21
"2020-10-03",6090,25,3,28
"2020-10-03",6121,22,5,27
"2020-10-03",6126,28,5,33
"2020-10-03",6129,20,4,24
"2020-10-03",6130,26,5,31
"2020-10-03",6134,22,5,27
"2020-10-03",7010,18,4,22
"2020-10-03",7018,29,5,34
"2020-10-03",7019,23,4,27
"2020-10-03",7022,25,5,30
"2020-10-03",7023,27,5,32
"2020-10-03",7024,20,4,24
"2020-10-03",7027,24,4,28
"2020-10-03",7029,17,3,20
"2020-10-03",7030,28,3,31
"2020-10-03",7033,20,3,23
"2020-10-03",7039,24,4,28
"2020-10-03",7043,24,3,27
"2020-10-03",7051,26,5,31
"2020-10-03",8015,22,4,26
"2020-10-04",2074,18,2,20
"2020-10-04",3150,19,5,24
"2020-10-04",4001,23,4,27
"2020-10-04",4072,16,3,19
"2020-10-04",5005,18,4,22
"2020-10-04",5028,20,2,22
"2020-10-04",5041,22,3,25
"2020-10-04",5042,19,2,21
"2020-10-04",5058,29,4,33
"2020-10-04",5100,28,5,33
"2020-10-04",5120,16,5,21
"2020-10-04",5124,22,4,26
"2020-10-04",5133,25,4,29
"2020-10-04",5135,19,5,24
"2020-10-04",5137,23,5,28
"2020-10-04",5139,22,3,25
"2020-10-04",5140,19,4,23
"2020-10-04",5145,25,3,28
"2020-10-04",6005,19,4,23
"2020-10-04",6011,29,4,33
"2020-10-04",6027,24,3,27
"2020-10-04",6028,20,4,24
"2020-10-04",6030,28,3,31
"2020-10-04",6033,24,4,28
"2020-10-04",6047,26,4,30
"2020-10-04",6050,21,5,26
"2020-10-04",6055,26,4,30
"2020-10-04",6069,20,2,22
"2020-10-04",6090,23,4,27
"2020-10-04",6121,19,5,24
"2020-10-04",6126,27,5,32
"2020-10-04",6129,22,3,25
"2020-10-04",6130,23,4,27
"2020-10-04",6134,25,3,28
"2020-10-04",7010,17,5,22
"2020-10-04",7018,26,5,31
"2020-10-04",7019,23,4,27
"2020-10-04",7022,21,4,25
"2020-10-04",7023,28,4,32
"2020-10-04",7024,26,4,30
"2020-10-04",7027,25,3,28
"2020-10-04",7029,23,4,27
"2020-10-04",7030,28,4,32
"2020-10-04",7033,25,5,30
"2020-10-04",7039,23,4,27
"2020-10-04",7043,19,5,24
"2020-10-04",7051,22,5,27
"2020-10-04",8015,20,4,24
"2020-10-05",2074,19,2,21
"2020-10-05",3150,25,4,29
"2020-10-05",4001,24,3,27
"2020-10-05",4072,22,4,26
"2020-10-05",5005,8,3,11
"2020-10-05",5028,25,3,28
"2020-10-05",5041,23,4,27
"2020-10-05",5042,19,2,21
"2020-10-05",5058,21,3,24
"2020-10-05",5100,26,5,31
"2020-10-05",5120,21,5,26
"2020-10-05",5124,23,4,27
"2020-10-05",5133,27,3,30
"2020-10-05",5135,21,3,24
"2020-10-05",5137,21,4,25
"2020-10-05",5139,22,4,26
"2020-10-05",5140,23,5,28
"2020-10-05",5145,24,3,27
"2020-10-05",6005,19,4,23
"2020-10-05",6011,30,4,34
"2020-10-05",6027,26,4,30
"2020-10-05",6028,21,4,25
"2020-10-05",6030,27,4,31
"2020-10-05",6033,23,5,28
"2020-10-05",6047,22,4,26
"2020-10-05",6050,23,3,26
"2020-10-05",6055,27,5,32
"2020-10-05",6069,19,3,22
"2020-10-05",6090,17,2,19
"2020-10-05",6121,20,5,25
"2020-10-05",6126,25,5,30
"2020-10-05",6129,19,4,23
"2020-10-05",6130,21,4,25
"2020-10-05",6134,24,3,27
"2020-10-05",7010,13,3,16
"2020-10-05",7018,26,4,30
"2020-10-05",7019,28,2,30
"2020-10-05",7022,28,5,33
"2020-10-05",7023,22,3,25
"2020-10-05",7024,20,3,23
"2020-10-05",7027,25,4,29
"2020-10-05",7029,19,4,23
"2020-10-05",7030,28,4,32
"2020-10-05",7033,28,5,33
"2020-10-05",7039,16,2,18
"2020-10-05",7043,22,4,26
"2020-10-05",7051,29,5,34
"2020-10-05",8015,20,3,23
"2020-10-06",2074,20,4,24
"2020-10-06",3150,20,5,25
"2020-10-06",4001,16,2,18
"2020-10-06",4072,17,4,21
"2020-10-06",5005,14,4,18
"2020-10-06",5028,18,4,22
"2020-10-06",5041,16,3,19
"2020-10-06",5042,21,2,23
"2020-10-06",5058,24,5,29
"2020-10-06",5100,29,4,33
"2020-10-06",5120,20,5,25
"2020-10-06",5124,20,4,24
"2020-10-06",5133,18,3,21
"2020-10-06",5135,21,2,23
"2020-10-06",5137,19,3,22
"2020-10-06",5139,15,4,19
"2020-10-06",5140,23,4,27
"2020-10-06",5145,16,4,20
"2020-10-06",6005,19,4,23
"2020-10-06",6011,29,4,33
"2020-10-06",6027,24,3,27
"2020-10-06",6028,21,4,25
"2020-10-06",6030,29,3,32
"2020-10-06",6033,16,4,20
"2020-10-06",6047,21,5,26
"2020-10-06",6050,24,5,29
"2020-10-06",6055,25,4,29
"2020-10-06",6069,18,3,21
"2020-10-06",6090,23,3,26
"2020-10-06",6121,20,5,25
"2020-10-06",6126,24,5,29
"2020-10-06",6129,17,3,20
"2020-10-06",6130,21,5,26
"2020-10-06",6134,21,3,24
"2020-10-06",7010,15,3,18
"2020-10-06",7018,24,4,28
"2020-10-06",7019,25,3,28
"2020-10-06",7022,25,5,30
"2020-10-06",7023,25,3,28
