"cow","slp_feed_intake","slp_feed_duration","slp_feed_visits","slp_water_intake","slp_water_duration","slp_water_visits","slp_total_meals","slp_median_meal_duration","slp_median_visit_per_meal","slp_median_intake_per_meal","slp_median_feeding_pct_per_meal","slp_number_of_non_nutritive_visits","slp_median_pct_feed_remaining","slp_median_non_nutritive_per_meal","slp_total_actor","slp_total_reactor"
"7065",5.51720400212019,1666.54232973107,0.174738634855722,11.5276547942873,0.190719178420679,0.203892913062866,0.179895792291534,0.262716037037787,0.289306110280036,0.233625801204304,3.97359433958148,0.341806212494659,10.7618083581882,0.365102445265457,0.342958357274363,0.359599362351614
"7068",6.9936562910936,1715.45049675406,0.186761613895061,11.4535386525696,0.219585106037143,0.253205715599937,0.191328716848364,0.235639966628235,0.319299372727952,0.256327824795238,5.18157897796909,0.364289479405895,11.8537651840532,0.364647657159425,0.506799048870204,0.334348022331307
"7078",6.5756264652351,1520.60894281924,0.188322912983128,11.762699660503,0.258631882397628,0.205093587112502,0.156575515886671,0.246770837566133,0.283873478702915,0.222171126530379,5.65037811374979,0.313331951021671,12.2243077060526,0.371397260035177,0.464948969176861,0.366046493991348
"7109",8.67397068666199,1682.39187478854,0.222581179294978,11.6062055745107,0.219054549139764,0.232621893489251,0.176167256339009,0.283593568552496,0.321877964027234,0.299810126698553,9.21167022630557,0.388773184485499,11.0275060407087,0.38547031381703,0.53498401874245,0.332167179106121
"7110",6.20300690325557,1172.28202195679,0.186989586156514,10.8706455781904,0.159936934337978,0.262317743513594,0.195763071136598,0.257475180312479,0.288523453174268,0.258799050166993,5.03360136405601,0.389122505420602,11.8656572866117,0.382509951656134,0.351157037912506,0.364804548948372
"7114",4.4392687095685,1638.8987910465,0.158187203522678,13.043204355602,0.204939254856504,0.2351260807898,0.167543994066186,0.271912770990598,0.300531647748273,0.263902605923394,4.19064789310538,0.284597480966449,11.7572882625969,0.365279672979282,0.457241270884253,0.349704406795223
"7115",6.73068113572477,1811.61750605244,0.202159801125077,12.2789992019206,0.183854881969615,0.237905308591081,0.177870620697219,0.231420009626384,0.293909000754442,0.193215679968755,3.91996374425861,0.381211933586436,11.2526091806278,0.388016782824843,0.365991604556388,0.355260696091735
"7116",6.40306402539632,1515.92824174182,0.183438961771013,11.0299517209794,0.22443259423274,0.227057205870085,0.18422269562691,0.25593896927607,0.302625977730975,0.277686130138463,5.0865794685504,0.358324170539405,12.8945328500161,0.35567814729969,0.470180824357568,0.404265061817943
"7119",6.09906631888347,1680.97044779146,0.175052984439565,10.5687134907691,0.255207512388272,0.258632090733947,0.183717013666693,0.270122096088382,0.329625760456039,0.25822958343273,4.8278280893354,0.327656742905303,12.4578064080314,0.38101028252334,0.361547789300366,0.434671058947175
"7128",6.03868172247914,1378.74492559422,0.180607037697444,13.1435873471638,0.203437575087791,0.21450695895064,0.175314897530841,0.283674540557079,0.310640812403572,0.29819002178507,5.33664122476345,0.29834428787985,10.8698089343566,0.361895695544619,0.490863516270883,0.480754917769222
"7136",6.52831707959076,1272.05641811098,0.151762557866004,14.1818486147584,0.183369348982858,0.2185123106615,0.192688371270625,0.263860225323884,0.278734101789427,0.281787601552971,4.45460362179104,0.341958161266678,10.4379082075224,0.360248199504835,0.387037268357516,0.346947482394583
"7138",6.20291765864866,1425.03235434465,0.150038436388045,13.342608980695,0.193503171325896,0.235886384952844,0.185230858042989,0.247433477915316,0.282664319663,0.247609259252953,4.97919314896822,0.244904581859387,12.186786494546,0.35257605609656,0.352493251422613,0.391639605162555
"7139",4.68629276769435,1525.65818717353,0.16990390154258,11.5929062454659,0.214385806053722,0.273318762490825,0.167461657557311,0.254168530502374,0.273153196252834,0.211496553378798,5.15140567447795,0.343815183567929,12.0623928454811,0.357953001649379,0.545677742025265,0.393260683555428
"7143",5.42883081027701,1588.81649352169,0.191390724427921,9.91204101512448,0.246316806611515,0.240172269844024,0.183368434356937,0.257558633094997,0.323319397703148,0.241576932384232,6.48095709680632,0.444406286784144,12.1628419279563,0.394922416695547,0.368888082684962,0.424393502075471
"7146",3.90273311821545,1452.67516087726,0.185095112457701,10.0542143342501,0.264787456186035,0.267056212991443,0.224743578250684,0.290957768810412,0.323064837694809,0.297520346015664,5.04179816277079,0.373115734521761,11.3504506690935,0.3810258945196,0.446339355630216,0.340663140087861
"7150",5.73527202150664,1409.74920389291,0.174972026772755,10.2768733330221,0.166473364132571,0.209121670253447,0.16821327655528,0.257079507115175,0.296496606557586,0.218336168278978,5.46046777033867,0.31799641486086,12.48373873517,0.360697105583651,0.339280794674711,0.377966020133908
"7153",7.29312543860244,2292.04926671164,0.231125151689065,13.3290493551096,0.280831415809656,0.303496384844341,0.216409564378711,0.263571640531788,0.315177278534501,0.276877577549665,5.94339079134261,0.411261037458483,15.9330874206318,0.379126495972901,0.357370898494006,0.340803492535043
